"","videoId","textDisplay","textOriginal","authorDisplayName","authorProfileImageUrl","authorChannelUrl","authorChannelId.value","canRate","viewerRating","likeCount","publishedAt","updatedAt","id","parentId","moderationStatus","date"
"83","cWyWnA3GojI","I love ants","I love ants","Hussain Rostam","https://yt3.ggpht.com/a/AATXAJxjR5G8dutgyyLJ59UYxkLJsxISsPfVZHcRrw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCdvhJmWIb01wDp84fUMSmEw","UCdvhJmWIb01wDp84fUMSmEw","TRUE","none","0","2020-05-13T22:34:13Z","2020-05-13T22:34:13Z","UgzrjkDjGMPLSsXzkP14AaABAg",NA,NA,2020-05-13
"84","cWyWnA3GojI","Thank you l had 200 ants in my house","Thank you l had 200 ants in my house","Aubriella Doty","https://yt3.ggpht.com/a/AATXAJx9ZkQkKUD2l75eXCBbQU7VK2l54tH1e8HH0g=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCJIUWa25rFJK3ETiZZdnPqA","UCJIUWa25rFJK3ETiZZdnPqA","TRUE","none","0","2020-05-13T16:14:52Z","2020-05-13T16:14:52Z","UgwD3yqrMtVZViyL1XZ4AaABAg",NA,NA,2020-05-13
"85","cWyWnA3GojI","Tropical Fruity I have ant phobia","Tropical Fruity I have ant phobia","Blue turkey Neptune","https://yt3.ggpht.com/a/AATXAJy4YtVD5v-Yls6Sai6-Yf0soFKAp32OVKQrvg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCs4siIYJf-ROSnCqpn-5VdA","UCs4siIYJf-ROSnCqpn-5VdA","TRUE","none","0","2020-05-14T06:07:46Z","2020-05-14T06:07:46Z","UgxTNdjXLgg1UwayaVx4AaABAg.8xXdnxS3ID298ca_QnCauA","UgxTNdjXLgg1UwayaVx4AaABAg",NA,2020-05-14
"86","cWyWnA3GojI","yes","yes","YoYoDancesOnYou","https://yt3.ggpht.com/a/AATXAJwmIZqikt7dgQ3tjcW-2T8vtvyalD7J2dQUqw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCj1F9hsiCzDVzZ8H6TfJ3Ag","UCj1F9hsiCzDVzZ8H6TfJ3Ag","TRUE","none","0","2020-05-16T01:49:46Z","2020-05-16T01:49:46Z","UgzuAC7tkbS8vv8ExXF4AaABAg.8yQ4nFl7p3898hHdYJGRDf","UgzuAC7tkbS8vv8ExXF4AaABAg",NA,2020-05-16
"87","cWyWnA3GojI","Just throw boiling water on it and fuck off","Just throw boiling water on it and fuck off","Hamza Hussain","https://yt3.ggpht.com/a/AATXAJwYQzT6nfwH3jTca6N--VuUij55-FVVejsKHg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCFk_1DbNTXy6Sanw_OdZaPQ","UCFk_1DbNTXy6Sanw_OdZaPQ","TRUE","none","0","2020-05-17T19:16:44Z","2020-05-17T19:16:44Z","Ugy3a8jlbmMD-H6kLw54AaABAg",NA,NA,2020-05-17
"88","cWyWnA3GojI","THOSE BITCHES BETTER GO AWAY BECAUSE THEY&#39;RE EATING MY DANG CEREAL! MY CEREAL!!","THOSE BITCHES BETTER GO AWAY BECAUSE THEY'RE EATING MY DANG CEREAL! MY CEREAL!!","WhErE's Da RiCe?!?!","https://yt3.ggpht.com/a/AATXAJzRm6rDgsR_kKjBdM0-YIUQkiG6V0ZPuYLWcw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC3WYMmYpgLnSaZhwIZn6peA","UC3WYMmYpgLnSaZhwIZn6peA","TRUE","none","0","2020-05-19T16:19:37Z","2020-05-19T16:19:37Z","Ugzf_3OgtkZMXYKGpS54AaABAg",NA,NA,2020-05-19
"89","cWyWnA3GojI","Don&#39;t kill them, They are invading MY property.","Don't kill them, They are invading MY property.","Lucy HARUNO","https://yt3.ggpht.com/a/AATXAJyqiaONsT8F_MrpBniOOSrxMraiUbKSVTduBw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCQQk3KLueVYwyMhGSK6eAWg","UCQQk3KLueVYwyMhGSK6eAWg","TRUE","none","0","2020-05-19T04:52:22Z","2020-05-19T04:52:22Z","Ugy_d98URgW44N32K014AaABAg",NA,NA,2020-05-19
"90","cWyWnA3GojI","I have ants in my cereal. MY.DAMM.CEREAL","I have ants in my cereal. MY.DAMM.CEREAL","WhErE's Da RiCe?!?!","https://yt3.ggpht.com/a/AATXAJzRm6rDgsR_kKjBdM0-YIUQkiG6V0ZPuYLWcw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC3WYMmYpgLnSaZhwIZn6peA","UC3WYMmYpgLnSaZhwIZn6peA","TRUE","none","0","2020-05-19T16:22:14Z","2020-05-19T16:22:14Z","Ugzy22b1al8ORFp2C5Z4AaABAg.8tRfD0AsN1C98qZsFAkl48","Ugzy22b1al8ORFp2C5Z4AaABAg",NA,2020-05-19
"91","cWyWnA3GojI","I feel so bad from the ants","I feel so bad from the ants","Raven Calo","https://yt3.ggpht.com/a/AATXAJzk5ZDec3vaHgjBy-vN43NBpzmobrASs30GFA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCXS1PbbrubdG6k2-K-S5lMg","UCXS1PbbrubdG6k2-K-S5lMg","TRUE","none","0","2020-05-21T11:46:11Z","2020-05-21T11:46:11Z","UgwcBMK-V_HeJ4Pzyvp4AaABAg",NA,NA,2020-05-21
"92","cWyWnA3GojI","Antscanada will fucking dude and the ants will eat you in your sleep but why kill them","Antscanada will fucking dude and the ants will eat you in your sleep but why kill them","Raven Calo","https://yt3.ggpht.com/a/AATXAJzk5ZDec3vaHgjBy-vN43NBpzmobrASs30GFA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCXS1PbbrubdG6k2-K-S5lMg","UCXS1PbbrubdG6k2-K-S5lMg","TRUE","none","0","2020-05-21T11:45:33Z","2020-05-21T11:45:33Z","Ugykq7ERqB3i99BAYW54AaABAg",NA,NA,2020-05-21
"93","cWyWnA3GojI","Why killing them, I am also residing with tons of ants in my house. Sometimes they irritate but, we humans should not lose our humanity. Animals have the right to live, unless they kill a human. *unliked ;_;","Why killing them, I am also residing with tons of ants in my house. Sometimes they irritate but, we humans should not lose our humanity. Animals have the right to live, unless they kill a human. *unliked ;_;","Md. Tanvir Hossain","https://yt3.ggpht.com/a/AATXAJx8bVbw5Ufv3cl8AqT_An03ps0pvPVKX4VSgw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCLUkHEqtYHOgmaGvHuLYvOQ","UCLUkHEqtYHOgmaGvHuLYvOQ","TRUE","none","0","2020-05-22T16:03:54Z","2020-05-22T16:03:54Z","UgzU-_7QYfGKIKBE6np4AaABAg",NA,NA,2020-05-22
"94","cWyWnA3GojI","Or you can use chalk","Or you can use chalk","Michael Griesheimer","https://yt3.ggpht.com/a/AATXAJzUJEMd6gLTj2zqXbmw64x3dmq8SdL-gSGknA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCYwmRx_IjyyFuA4frpkv5FQ","UCYwmRx_IjyyFuA4frpkv5FQ","TRUE","none","0","2020-05-23T17:25:03Z","2020-05-23T17:25:03Z","UgxI_n0lOdLlTWoIzZN4AaABAg",NA,NA,2020-05-23
"95","cWyWnA3GojI","Very nice <U+0001F44D><U+0001F60A>","Very nice <U+0001F44D><U+0001F60A>","Hiten Mehta","https://yt3.ggpht.com/a/AATXAJy56KngaJPFmiIewDI8_s2fsJrrsFoM30R8Eg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCdNlexuUu6F3KWDytDmM_IA","UCdNlexuUu6F3KWDytDmM_IA","TRUE","none","1","2020-05-24T04:24:49Z","2020-05-24T04:24:49Z","Ugw-r3sqoGQLTGL-2_l4AaABAg",NA,NA,2020-05-24
"96","cWyWnA3GojI","DO NOT step on the ant or kill it or else it will leave a scent where the helpers of the colony can follow","DO NOT step on the ant or kill it or else it will leave a scent where the helpers of the colony can follow","•Rain Cløuds•","https://yt3.ggpht.com/a/AATXAJy47YPJSXSTyc0SGDJQG48OuaZLsBCBfouA_A=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCnBFwQFkOPLFwdIDrkH7lWg","UCnBFwQFkOPLFwdIDrkH7lWg","TRUE","none","0","2020-05-27T03:38:43Z","2020-05-27T03:38:43Z","UgwyGa3hMK-xF6UUWBx4AaABAg",NA,NA,2020-05-27
"97","cWyWnA3GojI","There are ants all over my room because I’m so fat and I eat in my room no much-","There are ants all over my room because I’m so fat and I eat in my room no much-","•Bubblegum Dear•","https://yt3.ggpht.com/a/AATXAJyG6VbXHHumv2M2XpFCMhROBEJ3LJB9ISzllA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCItyZNB96MKA_xMQEM43Grw","UCItyZNB96MKA_xMQEM43Grw","TRUE","none","0","2020-05-27T02:42:39Z","2020-05-27T02:42:39Z","Ugz-cZi3dR6-dj9B2YF4AaABAg",NA,NA,2020-05-27
"98","cWyWnA3GojI","Me too , like literally the same situation <U+0001F926><U+200D><U+2642><U+FE0F><U+0001F926><U+200D><U+2642><U+FE0F>","Me too , like literally the same situation <U+0001F926><U+200D><U+2642><U+FE0F><U+0001F926><U+200D><U+2642><U+FE0F>","TheRealChron","https://yt3.ggpht.com/a/AATXAJxDfcXykdSwcBOh91pjboGNqJ7Ms7GRA1PqFA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCGSwfaGcy2rBqyuE7JygEGA","UCGSwfaGcy2rBqyuE7JygEGA","TRUE","none","1","2020-05-28T10:38:03Z","2020-05-28T10:38:03Z","Ugx2k4cr1-Ddi-n85ct4AaABAg.98E5XvZLzDM99C7dHhPwgB","Ugx2k4cr1-Ddi-n85ct4AaABAg",NA,2020-05-28
"99","cWyWnA3GojI","People : how to kill an ant colony<br />Me : <b>Taking a flam thrower</b>","People : how to kill an ant colony
Me : *Taking a flam thrower*","Sam Alexander","https://yt3.ggpht.com/a/AATXAJz5_2Yhf-gAZsSU_SenSm7rJ5UkCCYEFgShuQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCN1D0J5fdg6vWwAShWsGQCw","UCN1D0J5fdg6vWwAShWsGQCw","TRUE","none","0","2020-05-29T09:33:44Z","2020-05-29T09:33:44Z","UgxCLCpFMWcY3viJ7I54AaABAg",NA,NA,2020-05-29
"100","cWyWnA3GojI","Have a sandbox, <b>if you are like pig pour too much water.</b>","Have a sandbox, *if you are like pig pour too much water.*","Tomáš a Anicka","https://yt3.ggpht.com/a/AATXAJzNpzKgJFh8A_AKn2gKI96OMuIPUmFCMbBcRw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCVIzBMC6zf65B_wbZ6XloeA","UCVIzBMC6zf65B_wbZ6XloeA","TRUE","none","0","2020-05-30T19:25:27Z","2020-05-30T19:25:27Z","Ugztqx6yAVsAvdWnovV4AaABAg",NA,NA,2020-05-30
"101","cWyWnA3GojI","Human error :(","Human error :(","Shameer Malik","https://yt3.ggpht.com/a/AATXAJye9tWaO86wtl0W1UZUTESULqESxpOQFCILJA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC_x40zoO8ggiCtq_1nEfR2g","UC_x40zoO8ggiCtq_1nEfR2g","TRUE","none","0","2020-05-30T17:14:45Z","2020-05-30T17:14:45Z","Ugxj1k2r8TuOqvl2HhF4AaABAg.8s-MaPFhWvy99HzcYHjmNs","Ugxj1k2r8TuOqvl2HhF4AaABAg",NA,2020-05-30
"102","cWyWnA3GojI","Works as of sunday March 31 2020","Works as of sunday March 31 2020","Chris Solis","https://yt3.ggpht.com/a/AATXAJxkyS1nqkY4kMOnrzK8Q0l5gKkn7JGXkUYSVQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCVAEnCdCp-sb2ey54dcyMVw","UCVAEnCdCp-sb2ey54dcyMVw","TRUE","none","0","2020-05-31T14:31:15Z","2020-05-31T14:31:15Z","Ugx-_f-iEKabvR6pjRR4AaABAg.8n7aemm3L3K99KGhtnUYMi","Ugx-_f-iEKabvR6pjRR4AaABAg",NA,2020-05-31
"103","cWyWnA3GojI","Ez I&#39;ll Just Pee on it","Ez I'll Just Pee on it","OzukiYas","https://yt3.ggpht.com/a/AATXAJxkGwwk1QxY7y-7vq17EAU6ETgGzrkz6VRieQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCgg7zsOBarOEUB20Uo2mORw","UCgg7zsOBarOEUB20Uo2mORw","TRUE","none","0","2020-06-02T18:46:26Z","2020-06-02T18:46:26Z","UgwAyKtgXEfWBJKR29t4AaABAg",NA,NA,2020-06-02
"104","cWyWnA3GojI","<a href=""https://www.youtube.com/watch?v=cWyWnA3GojI&amp;t=2m28s"">2:28</a> he said.","2:28 he said.","dopeboykai08","https://yt3.ggpht.com/a/AATXAJynmW0Wy6yED5Fxj38C4RmxwPLvFq-wiUQ50w=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCoB2l_my0EZ0eKix_EBxb-w","UCoB2l_my0EZ0eKix_EBxb-w","TRUE","none","1","2020-06-02T17:38:33Z","2020-06-02T17:39:34Z","Ugx2L_kQ4iqvad8nT3V4AaABAg",NA,NA,2020-06-02
"105","cWyWnA3GojI","I want to kill all ants they piss me off!!!M!","I want to kill all ants they piss me off!!!M!","dopeboykai08","https://yt3.ggpht.com/a/AATXAJynmW0Wy6yED5Fxj38C4RmxwPLvFq-wiUQ50w=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCoB2l_my0EZ0eKix_EBxb-w","UCoB2l_my0EZ0eKix_EBxb-w","TRUE","none","0","2020-06-02T17:35:55Z","2020-06-02T17:35:55Z","UgwYJacNB0JX9NtwJl14AaABAg",NA,NA,2020-06-02
"106","cWyWnA3GojI","use a magnifying glass","use a magnifying glass","Jeff C","https://yt3.ggpht.com/a/AATXAJx86iblK9SoxVYnL18JI4BC4vNELrwMy_GCpw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC4MZoT43FXVL21yti2ITTog","UC4MZoT43FXVL21yti2ITTog","TRUE","none","0","2020-06-03T05:34:39Z","2020-06-03T05:34:39Z","UgzinGrHzmph4oyUUjN4AaABAg",NA,NA,2020-06-03
"107","cWyWnA3GojI","ants canada be like","ants canada be like","mynn lee","https://yt3.ggpht.com/a/AATXAJxH2DbbYrDYbtwvTb2umcM_OOYLhSe_-4w6FQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UClEkcPUNgyzTb7x7hwQlctw","UClEkcPUNgyzTb7x7hwQlctw","TRUE","none","0","2020-06-03T05:26:11Z","2020-06-03T05:26:11Z","UgwXcvpCnwIbjIfmUK14AaABAg",NA,NA,2020-06-03
"108","cWyWnA3GojI","Meee!!!!tooooo!!!!<U+0001F623><U+0001F623><U+0001F62D><U+0001F62D>","Meee!!!!tooooo!!!!<U+0001F623><U+0001F623><U+0001F62D><U+0001F62D>","IRAM KHAN","https://yt3.ggpht.com/a/AATXAJyFaXOfpybfqwk2dHIQcNW_7nnzKVivfi_hkQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC26aSN4RX_1jvQYm9CeoBXg","UC26aSN4RX_1jvQYm9CeoBXg","TRUE","none","1","2020-06-03T21:00:11Z","2020-06-03T21:00:11Z","Ugx2k4cr1-Ddi-n85ct4AaABAg.98E5XvZLzDM99Sgb9cllEv","Ugx2k4cr1-Ddi-n85ct4AaABAg",NA,2020-06-03
"109","cWyWnA3GojI","Mr Fedy Lun te baj <U+0001F923>","Mr Fedy Lun te baj <U+0001F923>","oh yeah yeah","https://yt3.ggpht.com/a/AATXAJzWD3fYm0kLwAIt_mJ-gOXZ1kWH80uQkkjp_w=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCMXpZ3UAx1TwK2pOECgoquA","UCMXpZ3UAx1TwK2pOECgoquA","TRUE","none","0","2020-06-03T23:40:15Z","2020-06-03T23:40:15Z","UgwI24fl_11VdEn01-B4AaABAg.8vWnEhiOmUF99SyvbgWtyg","UgwI24fl_11VdEn01-B4AaABAg",NA,2020-06-03
"110","cWyWnA3GojI","Bruh literally 20 minutes ago I saw an ant chilling on my foot and I yeeted it into the alternate dimension...and that was in MY FRIGGIN ROOM . I’m sleeping in my grandmas room<U+0001F926><U+0001F3FB><U+200D><U+2640><U+FE0F><U+0001F62D><U+0001F62D><U+0001F62D>","Bruh literally 20 minutes ago I saw an ant chilling on my foot and I yeeted it into the alternate dimension...and that was in MY FRIGGIN ROOM . I’m sleeping in my grandmas room<U+0001F926><U+0001F3FB><U+200D><U+2640><U+FE0F><U+0001F62D><U+0001F62D><U+0001F62D>","Zara Karim","https://yt3.ggpht.com/a/AATXAJyY5XeFq4umbxqhifVi1P3rIhHphpL54QX53g=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCJjfzpReMxMFvINgvTOzxrA","UCJjfzpReMxMFvINgvTOzxrA","TRUE","none","0","2020-06-03T21:37:16Z","2020-06-03T21:37:16Z","Ugxj1k2r8TuOqvl2HhF4AaABAg.8s-MaPFhWvy99SkqneZfs9","Ugxj1k2r8TuOqvl2HhF4AaABAg",NA,2020-06-03
"111","cWyWnA3GojI","The colony of ants in my room: <b>*Exists*</b><br /><br /><br /><br /><br /><br />Me with my febreeze and bug spray: <b>So you have chosen...death</b>","The colony of ants in my room: **Exists**





Me with my febreeze and bug spray: *So you have chosen...death*","Møøn Clåws","https://yt3.ggpht.com/a/AATXAJx8Essdz8Jg8Lo0rD8O285veWsgb8jd3r6-RA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UChFh57UAwEzcl1aRJ8h6-Bg","UChFh57UAwEzcl1aRJ8h6-Bg","TRUE","none","1","2020-06-04T04:58:26Z","2020-06-04T04:58:32Z","UgzMVhxR4joaLOZ9lZl4AaABAg",NA,NA,2020-06-04
"112","cWyWnA3GojI","As I was reading this my back started to crawl","As I was reading this my back started to crawl","Lilprince","https://yt3.ggpht.com/a/AATXAJwd1IuNA8MM9-D3UUkZbMTkKtoQ2gLgU3JJ9Q=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCPemQkgzXCo3q3Yd_YxE0BQ","UCPemQkgzXCo3q3Yd_YxE0BQ","TRUE","none","0","2020-06-05T21:26:07Z","2020-06-05T21:26:07Z","Ugxj1k2r8TuOqvl2HhF4AaABAg.8s-MaPFhWvy99Xt9sfmnNs","Ugxj1k2r8TuOqvl2HhF4AaABAg",NA,2020-06-05
"113","cWyWnA3GojI","It got nerfed","It got nerfed","Lilprince","https://yt3.ggpht.com/a/AATXAJwd1IuNA8MM9-D3UUkZbMTkKtoQ2gLgU3JJ9Q=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCPemQkgzXCo3q3Yd_YxE0BQ","UCPemQkgzXCo3q3Yd_YxE0BQ","TRUE","none","0","2020-06-05T21:22:33Z","2020-06-05T21:22:33Z","Ugx-_f-iEKabvR6pjRR4AaABAg.8n7aemm3L3K99XskhOdu-Q","Ugx-_f-iEKabvR6pjRR4AaABAg",NA,2020-06-05
"114","cWyWnA3GojI","I <U+2764><U+0001F41C>you killer","I <U+2764><U+0001F41C>you killer","Washington Kids","https://yt3.ggpht.com/a/AATXAJyN-mKLf5FXrFJ8m8Nf4GBVGcakx-zTnRiAUA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCELHdj68qaUn4Pp8eKEjLhA","UCELHdj68qaUn4Pp8eKEjLhA","TRUE","none","1","2020-06-06T17:32:31Z","2020-06-06T17:32:31Z","UgydnMDV1pj5kYMz4gV4AaABAg",NA,NA,2020-06-06
"115","cWyWnA3GojI","Love you","Love you","Malek Ourchani","https://yt3.ggpht.com/a/AATXAJyISDrShZqw2JIEH5Sgh6tfwyscSK7XeBzbwg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCjcBO3aiVcrFdA7sczY6sdg","UCjcBO3aiVcrFdA7sczY6sdg","TRUE","none","1","2020-06-06T11:01:12Z","2020-06-06T11:01:12Z","UgxUNK4poyU0MwXomD54AaABAg",NA,NA,2020-06-06
"116","cWyWnA3GojI","Thank you, very helpful as an antkeeper... 10/10","Thank you, very helpful as an antkeeper... 10/10","The Daily Toast","https://yt3.ggpht.com/a/AATXAJxkxNqNzW3sOUM680kzPmH1CWjnAq09IjXg9Q=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCucw5HUZXAs_Y7V5pIUot_g","UCucw5HUZXAs_Y7V5pIUot_g","TRUE","none","2","2020-06-07T07:30:48Z","2020-06-07T07:30:48Z","UgwYEUVkqqnAFlSWxCl4AaABAg",NA,NA,2020-06-07
"117","cWyWnA3GojI","Me","Me","Megan Le Sueur","https://yt3.ggpht.com/a/AATXAJxbEAd7AlGkaObYyjOgx7hl25XIURo5uIOpug=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCUC9NiKYaHgybJFre4cnNKg","UCUC9NiKYaHgybJFre4cnNKg","TRUE","none","0","2020-06-07T14:34:17Z","2020-06-07T14:34:17Z","Ugxj1k2r8TuOqvl2HhF4AaABAg.8s-MaPFhWvy99bIcIJFFjI","Ugxj1k2r8TuOqvl2HhF4AaABAg",NA,2020-06-07
"118","cWyWnA3GojI","Dont kill GODS creatures!!!   ANTS, are not a threat!!! They&#39;ll eat and go away!!!!!!!!! <br /> STOP KILLING GODS CREATURES!!!!! <br />UNLESS YOURE SPIRITUAL ,,, WITH GOD YOULL GET WHY THIS MESSAGE OUT THERE!<br />LETS SPRAY HUMANS WITH ,YOUR METHODS!!!<br />YES LETS GIVE YOU SOME CAYENNE PEPPER, LETS POUR BOILING WATER ON YOU!!!!!","Dont kill GODS creatures!!!   ANTS, are not a threat!!! They'll eat and go away!!!!!!!!! 
 STOP KILLING GODS CREATURES!!!!! 
UNLESS YOURE SPIRITUAL ,,, WITH GOD YOULL GET WHY THIS MESSAGE OUT THERE!
LETS SPRAY HUMANS WITH ,YOUR METHODS!!!
YES LETS GIVE YOU SOME CAYENNE PEPPER, LETS POUR BOILING WATER ON YOU!!!!!","Renee Sirkhot","https://yt3.ggpht.com/a/AATXAJyudKdTX5QNmvea7AGxn5be34rF3keBaJ91WA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCGpF5UHpfFdL3Z3-5bvQCNw","UCGpF5UHpfFdL3Z3-5bvQCNw","TRUE","none","0","2020-06-11T15:02:38Z","2020-06-11T15:02:38Z","UgwHHKU41yRUHPPVha54AaABAg",NA,NA,2020-06-11
"119","cWyWnA3GojI","I tried honey and borax and it worked Great!!!!","I tried honey and borax and it worked Great!!!!","Mexican AKU","https://yt3.ggpht.com/a/AATXAJyR1KzLvxCrFUiSJYIMAmJ21xvZfvpidDb63w=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCdbkA5JNY8-D5aYqOyNipcA","UCdbkA5JNY8-D5aYqOyNipcA","TRUE","none","0","2020-06-11T12:58:19Z","2020-06-11T12:58:19Z","Ugz1dlUz_fWPkLl9XZt4AaABAg",NA,NA,2020-06-11
"120","cWyWnA3GojI","B I T E","B I T E","JOSEPH GRAMA","https://yt3.ggpht.com/a/AATXAJy0syjR_-C0Blua-R1ejsbN9GLD8pyMuUFSQA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCq12KUYnEUPvfVWUFJr-Aow","UCq12KUYnEUPvfVWUFJr-Aow","TRUE","none","0","2020-06-11T03:48:16Z","2020-06-11T03:48:16Z","UgxTVecPhvLZ1bK2E9J4AaABAg",NA,NA,2020-06-11
"121","cWyWnA3GojI","Bravo me","Bravo me","Fardus Khan","https://yt3.ggpht.com/a/AATXAJxkNnwicHM6GSLJwYg1Z2UselwvoN07FP9zXA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC664AH1cyS08VUvTSZe3O3g","UC664AH1cyS08VUvTSZe3O3g","TRUE","none","0","2020-06-11T21:21:07Z","2020-06-11T21:21:07Z","Ugxj1k2r8TuOqvl2HhF4AaABAg.8s-MaPFhWvy99mKMVBXDlH","Ugxj1k2r8TuOqvl2HhF4AaABAg",NA,2020-06-11
"122","cWyWnA3GojI","Thanks I will definitely give that a try","Thanks I will definitely give that a try","The wolf of Tommorrow","https://yt3.ggpht.com/a/AATXAJzBiNRVSNDglJraDVpxTJa2wLEMQBguV0vq8Q=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCdnf3Fj29m7o6r5sAUrcSDA","UCdnf3Fj29m7o6r5sAUrcSDA","TRUE","none","0","2020-06-12T03:29:15Z","2020-06-12T03:29:15Z","UgzM5zG_SG1QGU2YlU94AaABAg.8ifH2FTrzY_99mzUpk1Fl0","UgzM5zG_SG1QGU2YlU94AaABAg",NA,2020-06-12
"123","H640jO_n1AQ","I agree. Should have used a bible because it is so thick you could hide the Red Sea in the hollowed out part and you haven&#39;t wasted a real book. This work of fiction is found in every hotel room for some strange reason.","I agree. Should have used a bible because it is so thick you could hide the Red Sea in the hollowed out part and you haven't wasted a real book. This work of fiction is found in every hotel room for some strange reason.","Joseph King","https://yt3.ggpht.com/a/AATXAJzxIuGQRRAFN-1chXLKJfIg4rlKhxLU0nur4Q=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCQFoyAJy9uPdOi7JFaS1zGA","UCQFoyAJy9uPdOi7JFaS1zGA","TRUE","none","1","2020-01-02T22:39:53Z","2020-01-02T22:39:53Z","UgyHSD8rfW5Ud7rKbml4AaABAg.8kYrnm4dUfi93IuOZgrkbI","UgyHSD8rfW5Ud7rKbml4AaABAg",NA,2020-01-02
"124","H640jO_n1AQ","what if your valuables are pringles","what if your valuables are pringles","Mythical Cheese Gaming","https://yt3.ggpht.com/a/AATXAJwNog_odgwv2OeqTjBPbT6Hf-a_hbOLhQHChQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCE9HWMlTStSB-KmdhMi8Z-A","UCE9HWMlTStSB-KmdhMi8Z-A","TRUE","none","0","2020-01-05T23:05:20Z","2020-01-05T23:05:20Z","UgxBu0obEN_sOBigLVR4AaABAg",NA,NA,2020-01-05
"125","H640jO_n1AQ","what’s his cats name?","what’s his cats name?","flummox","https://yt3.ggpht.com/a/AATXAJzhIwx0wQdg_uStTo56tzSOpqK8wRZkWVTFXw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCd_l_UD29k_KPHYOLeFqTRQ","UCd_l_UD29k_KPHYOLeFqTRQ","TRUE","none","0","2020-01-07T02:42:24Z","2020-01-07T02:42:33Z","UgyHSD8rfW5Ud7rKbml4AaABAg.8kYrnm4dUfi93TdKJ2ky1A","UgyHSD8rfW5Ud7rKbml4AaABAg",NA,2020-01-07
"126","H640jO_n1AQ","You a bitch boy anyone can buy those","You a bitch boy anyone can buy those","Spider-Mang !!","https://yt3.ggpht.com/a/AATXAJxDDtXFYDkZnyNiNgBz3LCLX_p5DooAV2lFVQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCW3Omzf90jfXbk5B0hqApkQ","UCW3Omzf90jfXbk5B0hqApkQ","TRUE","none","0","2020-01-08T04:15:00Z","2020-01-08T04:15:00Z","UgwZh58CsXkK5V7gs814AaABAg",NA,NA,2020-01-08
